,images,captions
2640,2684489465_32ba1d0344,"['<START> كلب صغير يقفز فوق حاجز <END>', '<START> كلب ابيض صغير يقفز فوق قضيب حاجز اخضر والاحمر <END>', '<START> كلب ابيض يقفز فوق حواجز <END>']"
6921,3697675767_97796334e4,"['<START> متسابق دراجات يطير فوق تله بينما منافس ليس بعيدا يقفز وراءه <END>', '<START> متسابق دراجه ترابيه يقفز من علي تل مع متسابق اخر ليس بعيدا وراءه <END>', '<START> شخص يركب دراجه ترابيه في سباق علي مسار ترابي <END>']"
7480,489372715_ce52da796a,"['<START> كلب هزلي يهز راسه و هو يقف علي رمال <END>', '<START> كلب برتقالي يهز راسه بقوه علي رمال <END>', '<START> يهز كلب ذو شعر برتقالي راسه و هو يقف علي شاطئ <END>']"
2880,2763601657_09a52a063f,"['<START> يتجول زوجان في طريق بالقرب من مقاعد والماء <END>', '<START> رجل وامراه يسيران علي رصيف بعيدا عن ماء <END>', '<START> زوجان شابان يسيران علي رصيف بعيدا عن شاطئ <END>']"
6415,3589895574_ee08207d26,"['<START> طفل يلعب علي معدات ملعب <END>', '<START> فتاه معلقه علي قضيب معدني في حديقه <END>', '<START> طفل سعيد يتدلي من معدات ملعب يبتسم في كاميرا <END>']"
494,1461329041_c623b06e5b,"['<START> امراتان علي مركبات ذات ثلاث عجلات ذات سلال منخفضه <END>', '<START> امراتان تركبان دراجات خاصه بهم <END>', '<START> امراتان تركبان دراجات ثلاثيه <END>']"
2019,2474092890_6c0781a8ed,"['<START> شخص يجلس علي مقعد ويمسك صوره امام وجهه <END>', '<START> يغطي شخص وجهه بصحيفه لتجنب تصويره <END>', '<START> شخص يحمل صوره امام وجهه <END>']"
5198,3349307529_c1a516b9dc,"['<START> متزلج في سروال اصفر ينزل منحدرا <END>', '<START> متزحلق يمشي علي درب جبل <END>', '<START> متزحلق يرتدي سروال اصفر مشرق يتزلج اسفل جبل ثلجي <END>']"
2525,2646046871_c3a5dbb971,"['<START> صبي يرتدي قميصا مزهرا يرفع ذراعه ويقفز <END>', '<START> طفل في ملابس تقليديه لسكان جزيره هاواي يقفز ويقف في فناء منخفض بالقرب من سياج ومبني <END>', '<START> طفل يقفز في هواء مع قميصه مفتوح <END>']"
4863,3277162496_dff7eeb59e,"['<START> ثلاثه كلاب يلعبون معا في حقل عشبي مع اشجار في خلفيه <END>', '<START> ثلاثه كلاب تلعب مع بعضها بعض في ميدان <END>', '<START> ثلاثه كلاب تتصارع في عشب <END>']"
4149,3128856481_86e5df4160,"['<START> بطه بيضاء تمد جناحيها في ماء <END>', '<START> بطه بيضاء تمد جناحيها اثناء جلوس علي ماء <END>', '<START> طائر ابيض يجلس علي ماء يمد جناحيه <END>']"
6255,3557324238_6ba58831d9,"['<START> صبي يحمل نظاره علي رمل يلقي بالون اصفر في هواء <END>', '<START> شخص يرمي كره صفراء في هواء <END>', '<START> ولد يلعب كره في رمال <END>']"
5968,3502343542_f9b46688e5,"['<START> امراه ترتدي خوذه بيضاء تبحث عنها لانها تهدئه جدار صخري ضخم <END>', '<START> امراه تتسلق جبلا حادا فوق ماء <END>', '<START> ناس تتسلق جبال <END>']"
1270,222759342_98294380fc,"['<START> طفله صغيره تلتقط بطيخ <END>', '<START> فتاه صغيره تقف بين عديد من بطيخ كبير <END>', '<START> فتاه صغيره في ثوب منمق محاطه بالبطيخ <END>']"
4509,3211029717_2affe6bbd5,"['<START> يقف ناس جنبا الي جنب و يطلقون شموع رومانيه <END>', '<START> يلعب ناس بالالعاب ناريه <END>', '<START> عده رجال يحملون شموع <END>']"
6049,3519155763_045a6a55e2,"['<START> كلب بني يفتح فمه في انتظار تقاط لعبه زرقاء و صفراء <END>', '<START> كلب فمه مفتوح مستعد للقبض علي لعبه في هواء <END>', '<START> كلب يفتح فمه لالتقاط لعبه زرقاء وصفراء <END>']"
2895,2768248810_06d543c080,"['<START> رجل يتزلج في ماء <END>', '<START> رجل يتزلج <END>', '<START> يقفز راكب امواج في هواء متمسكا بحبل وردي <END>']"
6244,3555573680_41c1540a86,"['<START> رجل يقوم بالقفز علي مزلاج في ماء <END>', '<START> رجل علي مزلاج يقوم بقفزه في هواء <END>', '<START> رجل يركب مزلاج علي بحيره <END>']"
6681,36422830_55c844bc2d,"['<START> تنظر فتاه الي سياره جيب حمراء معلقه علي حافه جرف صخري <END>', '<START> شاحنه حمراء تسير علي سطح صخري <END>', '<START> امراه تقف الي جانب سياره دفع رباعي حمراء كانت قد دخلت في خندق <END>']"
618,1580671272_3e99d94305,"['<START> رجل يغذي حصانا يرتدي بطانيه مربوطه باللون ازرق <END>', '<START> رجل يحمل علفا لحصان في بطانيه زرقاء <END>', '<START> يقوم صبي صغير باطعام حصان من بعض قش من دلو برتقالي <END>']"
6919,3697379772_40d831392b,"['<START> رجل يعزف بالغيتار ابيض ويغني كذلك <END>', '<START> رجل يعزف بغيتاره ابيض <END>', '<START> رجل يغني ويعزف علي غيتار <END>']"
3425,2930622766_fa8f84deb1,"['<START> يستند رجل ذو شعر داكن و رمادي الي عمود فضي <END>', '<START> رجل يستند الي عمود محاط بالناس <END>', '<START> رجل يستند لعمود معدني <END>']"
4487,3207264553_8cd4dcde53,"['<START> مجموعه من رجال في طوف ازرق يفعلون ركوب رمث في مياه بيضاء <END>', '<START> مجموعه من ناس في طوف كبير علي مياه متقطعه <END>', '<START> مجموعه من ناس ينزلون في منحدرات في طوف ازرق و اصفر <END>']"
7674,535529555_583d89b7f2,"['<START> اثنين من كلاب بنيه و بيضاء يتقاتلان علي طبق طائر <END>', '<START> اثنين من كلاب يتصارعان علي صحن طائر <END>', '<START> اثنين من كلاب يلعبان بالطبق طائر علي عشب <END>']"
4482,3205754736_32c29b5208,"['<START> يحمل رجل يرتدي معطفا ازرق و قبعه حمراء علامه مكتوبه بخط صغير <END>', '<START> رجل يحمل معطف ازرق و قبعه حمراء يرفع لافته <END>', '<START> رجل في معطف ازرق يحمل علامه <END>']"
4418,3189293145_35dea42679,"['<START> يفتح طائر فمه بينما ينظر طائر اخر اليه <END>', '<START> طائران يقاتلان بعضهما علي عشب طويل <END>', '<START> يقف طائران في منطقه مشجره <END>']"
7602,518251319_40e031e818,"['<START> يقف رجل ذو لحيه بعربه تسوق تحمل لافته من ورق مقوي <END>', '<START> رجل يحمل لافته مع عربه تسوق <END>', '<START> رجل بلا ماوي يحمل لافته مكتوبه علي ورق مقوي <END>']"
4829,3270273940_61ef506f05,"['<START> اطفال يقفزون من اسمنت <END>', '<START> طفلان يقفزان من علي حائط <END>', '<START> طفلان يقفان علي حائط <END>']"
1413,2278766574_f71f1704a8,"['<START> امراه شابه علي ظهر رجل تسير في طريق اسمنتي مع زوجين اخرين وراءهما <END>', '<START> يمشي ناس علي مسار في خارج <END>', '<START> عديد من ناس يسيرون في درب <END>']"
2201,2538477523_1da77eb11c,"['<START> رجل وفتاه صغيره يركضون في ممشي <END>', '<START> رجل يطارد فتاه صغيره في ثوب منمق اسفل درب معبده <END>', '<START> رجل يطارد فتاه ترتدي تنوره بيضاء وزرقاء حمراء <END>']"
2001,247097023_e656d5854d,"['<START> رجل يقف علي صخور منقوشه بعباره حياه قصيره علي جانب <END>', '<START> رجل يقف علي صخره وياخذ نظره <END>', '<START> يقف رجل يرتدي قميصا اسود فوق صخره تقول حياه قصيره <END>']"
6044,3518608016_46453d8b18,"['<START> امراه تلعب مع كلب بني علي طريق حديقه <END>', '<START> امراه تلعب مع كلب بني <END>', '<START> امراه تلعب مع كلبها في خارج <END>']"
869,2054308369_f9c6ec7815,"['<START> فتاه صغيره تعطي قبله لكلب <END>', '<START> كلب بني وفتاه صغيره يقبلان <END>', '<START> كلب اصفر يلعق فتاه صغيره علي انف <END>']"
356,136886677_6026c622eb,"['<START> رجل كبير يجلس في مؤخره زورق مع رجل اخر في نهر <END>', '<START> رجلان في قارب صغير يجدفان في نهر <END>', '<START> رجلان يجدفان علي قارب صغير في مجري ضيق <END>']"
5848,3477712686_8428614c75,"['<START> يصارع طفلين بينما يراقب رجل <END>', '<START> صبيان يتصارعان في رمال بينما يراقب رجل <END>', '<START> صبيان يتصارعان بينما ينظر ذكر بالغ <END>']"
5945,3498240367_cbd8c6efbf,"['<START> يضع طفلان وجوههم في صوره فارس و ملكه <END>', '<START> اثنين من اطفال في صوره للقرون وسطي <END>', '<START> اثنين من اطفال صغار يضعون رؤوسهم في اجساد ملك والملكه <END>']"
7976,861661418_8a37024ace,"['<START> كلب بني يلتقط غصينا من سطح حجري <END>', '<START> جرو لديه عصا في فمه <END>', '<START> جرو مع اذان كبيره تمضغها علي عصا <END>']"
1890,2439813616_c9ac54cc9f,"['<START> لوحه تزلج صبي فوق منحدر خرساني <END>', '<START> رجل يفعل حيل علي لوح تزلج خاص به من علي منحدر <END>', '<START> يقوم رجل تزلج ذي يرتدي قميصا احمر لون بحركه من منحدر خرساني <END>']"
4377,3182121297_38c99b2769,"['<START> شخص علي لوح تزلج علي جليد اصفر يقوم ببعض حيل في ثلج <END>', '<START> شخص يتزلج علي جليد عند منحدر تزلج <END>', '<START> يرتدي متزلج علي جليد سروالا ازرق داكنا و خوذه مع نظارات واقيه <END>']"
6878,3689355450_fd559b816d,"['<START> رجل في سروال منقط يقفز علي نافوره <END>', '<START> رجل يقفز فوق نافوره ماء <END>', '<START> رجل يقفز بالقرب من نافوره مياه <END>']"
3563,2975253472_0f0c2dea70,"['<START> يلعب رجال في لعبه كره قدم <END>', '<START> رجلان يلعبان كره قدم في حقل عشبي <END>', '<START> رجلان يلعبان لعبه يركضان في حقل <END>']"
5488,3411595210_8e0893b266,"['<START> كلب ابيض في نهر <END>', '<START> كلب ابيض يقفز في ماء طبيعي <END>', '<START> يلعب كلب في مياه نهر <END>']"
2380,2597958208_e03aa149c9,"['<START> صبي صغير وفتاه صغيره يلعبان معا في خارج <END>', '<START> طفله وفتي صغير يلعبان صحن طائر معا في منطقه عشبيه <END>', '<START> صبي وفتاه يلعبان <END>']"
7018,3724150944_fc62e8d5e0,"['<START> اطفال يلعبون كره قدم بالقرب من مرمي <END>', '<START> اربعه اولاد يلعبون كره قدم <END>', '<START> صبي صغير في قميص احمر يرفس كره قدم <END>']"
5641,3437034427_6df5e9fbf9,"['<START> فتاه تلعب بمزمار احمر بينما فتاه اخري تحمل غيتارا ورديا <END>', '<START> طفله صغيره تلعب مزمار احمر بينما تلعب فتاه اخري غيتارا ورديا <END>', '<START> فتيات صغيرات يلعبون الات موسيقيه <END>']"
5781,3464708890_3cab754998,"['<START> رجل ذو قميص اسود يقفز فوق سلسله علي لوح تزلج <END>', '<START> رجل يقفز فوق كرسي بني اثناء تزلج <END>', '<START> رجل يقفز من كرسي <END>']"
3306,2896298341_92d718366a,"['<START> فتاه تضحك بينما تلعب بالخارج <END>', '<START> فتاه صغيره تمشي وتضحك في خارج <END>', '<START> فتاه مبتسمه تحمل لعبه في يدها وهي تسير علي طريق <END>']"
6267,3560125106_691c292893,"['<START> كلب يقفز من خلال عقبه ناريه <END>', '<START> كلب يقفز من خلال طوق ملتهب <END>', '<START> كلب بني فاتح يقفز من خلال حلقه من نار بينما يشاهد شخصان <END>']"
3499,2950393735_9969c4ec59,"['<START> رجل مسن اصلع <END>', '<START> شخص مسن يقف امام جدار حجري في خلفيه <END>', '<START> شخص مسن يرتدي لون اخضر يحمل كيسا من خيش <END>']"
4442,3197247245_9c93b60b8a,"['<START> صبي يقفز علي حاجز حديدي علي دراجته <END>', '<START> صبي علي دراجه يقفز فوق حاجز معدني في ملعب <END>', '<START> يقوم دراج بالقفز فوق حاجز حديدي ابيض <END>']"
1116,2165459064_5b81ff23eb,"['<START> كلبان ابيضان يمران عبر عشب <END>', '<START> كلاب بيضاء تندفع عبر عشب <END>', '<START> اثنين من كلاب بيضاء مع ذيول يركضون عشب اخضر <END>']"
7441,481887827_f8975dabf1,"['<START> مجموعه من ناس يجلسون امام نار مخيم <END>', '<START> يجلس اربعه اشخاص حول نار مخيم و سماء زرقاء خلفهم <END>', '<START> عديد من ناس يجلسون في نار مخيم في ظلام <END>']"
7542,504765160_b4b083b293,"['<START> امراه شقراء في قميص ازرق تنظر في حدث <END>', '<START> سيده تهتم بما تشاهده و امراه اخري تلتقط صورا <END>', '<START> امراه في قميص ازرق تحدق في مسافه <END>']"
4471,3203872773_6c30f64be3,"['<START> رجل يقفز في هواء <END>', '<START> رجل يرتدي نظارت شمسيه يقفز في هواء <END>', '<START> رجل يرتدي نظارات شمسيه يقفز في هواء مع ذراعيه و ساقيه منتشره في جانب <END>']"
5471,3406802138_ef77bbddd0,"['<START> اثنين من كلاب تركل تراب اثناء جري اسفل تل <END>', '<START> اثنين من كلاب تركض في اوساخ <END>', '<START> اثنين من كلاب تركض <END>']"
5282,3363836972_c87b58c948,"['<START> لاعب كره قدم ركل هدف <END>', '<START> لاعب كره قدم يضرب كره في مرمي <END>', '<START> لاعب كره قدم يستعد لركل كره <END>']"
7924,783994497_4f6885454d,"['<START> مجموعه من ناس يحصلون علي مشروبات نافوره في احد متاجر <END>', '<START> صبيان امام اله صودا <END>', '<START> اثنين من رجال يحصلان علي مشروب في متجر <END>']"
2500,2635938723_11b85e6763,"['<START> صبي صغير ياكل مصاصه حمراء <END>', '<START> صبي صغير ياكل مصاصه حمراء <END>', '<START> فتي صغير واسع عينين ياكل مصاصه حمراء <END>']"
4335,3173215794_6bdd1f72d4,"['<START> عديد من ناس يصطفون و امراه تكتب <END>', '<START> ناس ينتظرون في خط في مطعم مضاء بالضوء ارجواني <END>', '<START> يقف ناس في خط في مكان مع اضاءه ارجوانيه <END>']"
7182,407569668_19b3f8eaf6,"['<START> ناس علي اجهزه كمبيوتر محموله علي نافذه كبيره <END>', '<START> ثلاثه اشخاص يجلسون و يستخدمون اجهزه كمبيوتر محمول <END>', '<START> ثلاثه اشخاص يعملون علي اجهزه كمبيوتر محموله داخل متجر <END>']"
3809,3043904009_3b5e0412cd,"['<START> يقف رجلان في استوديو تسجيل <END>', '<START> رجلان يقفان خلف طاوله تحتوي علي اجهزه كمبيوتر و ميكروفونات <END>', '<START> يقف رجلان داخل منطقه مغلقه تحتوي علي عديد من اجهزه كمبيوتر <END>']"
4412,3187924573_203223e6c0,"['<START> طير ابيض كبير يسحب سمكه من ماء <END>', '<START> طائر ابيض لديه شيء في منقاره عند هبوطه في ماء <END>', '<START> اثنين من طيور نورس كبيره في ماء <END>']"
6098,3528251308_481a28283a,"['<START> رجل يركب لوح تزلج يقفز علي حافه خشب <END>', '<START> تتحرك لوح تزلج علي مقعد <END>', '<START> لوح تزلج ينزلق علي طول حافه مقعد خشبي <END>']"
5185,3347500603_13670ee6bf,"['<START> رجلان اسيويان يسيران في شارع حاملين اكياس حمراء <END>', '<START> رجلان اسيويان يسيران باكياس حمراء <END>', '<START> يحمل رجلان حقائب حمراء في شارع بجانب سور معدني ابيض <END>']"
7707,541063419_a5f3672d59,"['<START> يجلس رجل مسافر فوق صخره عاليه في جبال <END>', '<START> رجل يجلس علي صخره عاليه في جبال <END>', '<START> رجل يجلس فوق قمه جبل مغطاه بالثلوج <END>']"
6990,3714551959_66ece78f27,"['<START> رجل يرتدي ملابس تزلج خضراء يتزلج علي مقعد <END>', '<START> شخص ذي يرتدي ستره خضراء وبيضاء وبنطلون اخضر يمارس رياضه تزلج علي جليد <END>', '<START> شخص يرتدي سروالا اخضر يتزلج علي ثلج فوق سطح ارض <END>']"
2052,248174959_2522871152,"['<START> فتاه في قميص احمر تجلس علي صخره فوق سحاب <END>', '<START> امراه في قميص احمر تجلس علي حافه جرف <END>', '<START> امراه في قميص احمر تجلس علي حافه صخره عاليه <END>']"
1776,241346260_f50d57b517,"['<START> يسقط لاعبي كره قدم في ميدان كما يحاول سونر معالجته <END>', '<START> رجال يلعبون كره قدم امام حشد كبير في ملعب <END>', '<START> ثلاثه لاعبي كره قدم يركضون في ملعب بينما يراقبهم حشد كبير <END>']"
4369,3179952488_c1c812a03b,"['<START> مجموعه من ناس يستعدون للحصول علي صوره <END>', '<START> مجموعه كبيره من ناس يستعدون للحصول علي صوره معا خارج منزل <END>', '<START> مجموعه كبيره ترحل خارج مبني مكتبي صغير <END>']"
3313,2898810636_84fb5c0b63,"['<START> طفل في قميص ازرق يقفز من مقعد <END>', '<START> طفل يرتدي قميصا ازرق يقفز في هواء <END>', '<START> طفل يرتدي قميص يقفز في هواء <END>']"
5818,3472540184_b0420b921a,"['<START> صبي بالغ يطارد فتي اصغر سنا علي عشب <END>', '<START> صبيان يركضان يبتسم احدهما <END>', '<START> يركض طفلان و يلعبان في عشب <END>']"
6092,3527524436_a54aca78a9,"['<START> رجل في تيارات مائيه في بحيره محاطه بالثلوج <END>', '<START> رجل يتزلج علي ماء خلال فصل شتاء بينما يشاهده ناس <END>', '<START> يتحرك متزلج في ماء <END>']"
1592,2346402952_e47d0065b6,"['<START> ثلاثه اشخاص يبحثون في معدات تصوير فوتوغرافي <END>', '<START> ثلاث نساء يبحثن في كاميرا <END>', '<START> امراتان تراجعان صور تي تقطوها <END>']"
1723,2399114095_c3196ff456,"['<START> اثنين من كلاب سوداء والبيضاء تتقاتل في ثلج <END>', '<START> اثنين من كلاب يتقاتلان في ثلج <END>', '<START> يتقاتل كلبان في ثلج ابيض عميق <END>']"
7962,842961005_692737888e,"['<START> فتاه تمشي معها بمظله رماديه <END>', '<START> امراه تمشي في شارع تحمل مظله <END>', '<START> امراه مع مظله زرقاء تقف بجانب عداد مواقف سيارات <END>']"
4217,3146937399_8c046b7b1a,"['<START> صبي و فتاه يمشيان في مياه ضحله <END>', '<START> شخصان يسيران عبر بعض ماء <END>', '<START> شخصان في معاطف شتويه يسيران علي طريق <END>']"
5920,3492383096_5bbc08f0da,"['<START> كلاب ثلاث تجري بالقرب من شاطئ <END>', '<START> ثلاثه كلاب يلعبون معا علي شاطئ رملي للبحيره <END>', '<START> ثلاثه كلاب تلعب علي ضفاف بحيره <END>']"
490,1460352062_d64fb633e0,"['<START> فتاه بالنظارات شمسيه تجلس في فروع شجره <END>', '<START> امراه تجلس في شجره و هي تنظر الي اسفل <END>', '<START> فتاه تجلس عاليه في شجره <END>']"
6798,3671933270_d124e9a1a4,"['<START> راكب دراجه يشرب من زجاجه ماء اثناء ركوبه <END>', '<START> راكب دراجه يشرب ماء <END>', '<START> ياخذ شخص شربه ماء اثناء ركوبه علي دراجه <END>']"
3483,2944836001_b38b516286,"['<START> كلب اسود يقفز علي كره يمسكها رجل <END>', '<START> رجل يلعب مع كلب ابيض واسود <END>', '<START> رجل يمسك كره بينما كلب يقفز عليه <END>']"
3431,2932740428_b15384f389,"['<START> سائق دراجه ناريه يرتدي ستره حمراء و بيضاء يؤدي حركه بهلوانيه بالدراجه علي دراجته ناريه <END>', '<START> شخص يستعرض حركه بهلوانيه بالدراجه علي طريق ترابي <END>', '<START> رجل يسير نحو مجموعه من ناس علي طريق ترابي طويل <END>']"
4192,3139837262_fe5ee7ccd9,"['<START> صبي يقفز علي زلاجه <END>', '<START> طفل يرتدي ستره للتمويه يقفز علي زلاجه <END>', '<START> صبي يرتدي ستره ويقفز بزلاجته <END>']"
8015,911795495_342bb15b97,"['<START> فتاه تجلس علي ارجوحه <END>', '<START> فتاه ترتدي قميصا برتقاليا تمسك بحبل و تنظر الي اسفل <END>', '<START> فتاه في قميص احمر تبتسم علي ارجوحه <END>']"
25,103106960_e8a41d64f8,"['<START> طفل يرتدي ستره حمراء يلعب هوكي <END>', '<START> طفل صغير يلعب حارس مرمي في حلبه هوكي <END>', '<START> شاب راكع امام هدف هوكي مع عصا هوكي في يده يمني <END>']"
7198,412082368_371df946b3,"['<START> صبي يحمل عصا زرقاء <END>', '<START> يستعد طفل للتارجح <END>', '<START> صبي صغير يستعد لضرب كره بمضرب بيسبول ازرق <END>']"
2409,2604305843_ebe3e8a328,"['<START> طفل في متنزه يركب ارجوحه <END>', '<START> شخص يجلس علي كرسي معلق بواسطه سلاسل في متنزه <END>', '<START> رجل يجلس في ارجوحه دواره <END>']"
3270,2888408966_376c195b3f,"['<START> صبي يفعل خدعه علي لوح تزلج <END>', '<START> متزلج يقفز في شارع <END>', '<START> صبي في سن مراهقه يقوم بعمل خدعه لوح تزلج بينما يركب صبي اخر علي لوح تزلج في خلفيه <END>']"
1552,2330536645_2d36b516e1,"['<START> اطفال يلعبون في ماء <END>', '<START> يلعب عديد من اطفال في ماء <END>', '<START> سته اطفال في ماء <END>']"
6908,3694555931_7807db2fb4,"['<START> فتاتان تلعبان في وحل في بركه صغيره <END>', '<START> امراتان في مصارعه طينيه في حمام سباحه للاطفال <END>', '<START> امراتان في مصارعه طينيه <END>']"
6052,3520079657_b828d96d50,"['<START> مجموعه من ناس تقفز في رمال علي شاطئ <END>', '<START> مجموعه من مراهقين يقفزون في هواء علي شاطئ <END>', '<START> مجموعه من شباب يقفزون في هواء و هم علي شاطئ <END>']"
3871,3060594966_030658d318,"['<START> صبي في قميص ازرق يرقص في فناء <END>', '<START> فتي صغير يرتدي قميصا و بنطلونا يمشي في هواء طلق <END>', '<START> صبي صغير يسير علي رصيف <END>']"
3402,2924884899_f512c84332,"['<START> رجل في قبعه ذات لون ازرق فاتح يبتسم <END>', '<START> رجل يرتدي ستره بيضاء و يضع قبعه زرقاء <END>', '<START> رجل يرتدي قبعه زرقاء <END>']"
979,2091171488_c8512fec76,"['<START> امراه ترتدي قفازات ورديه و ستره بنيه تبتسم في ثلج <END>', '<START> امراه تقف في ثلج مع اشخاص في خلفيه <END>', '<START> امراه شابه تبدو سعيده في ملابس شتاء بينما تتساقط ثلوج <END>']"
2655,2689163361_4939875be5,"['<START> فتاه في قميص وردي تدور حولها شريط <END>', '<START> فتاه تدور لافتات ملونه طويله <END>', '<START> فتاه صغيره تلعب مع شرائط ملونه <END>']"
1847,2424398046_1a55c71376,"['<START> صبي صغير في قميص اسود يحمل غيتارا احمر <END>', '<START> طفل صغير يعزف علي غيتار ويتظاهر بانه نجم موسيقي روك <END>', '<START> صبي صغير يعزف غيتارا احمر <END>']"
5281,3363750526_efcedc47a9,"['<START> كلب ابيض و اسود يركض علي شاطئ <END>', '<START> كلب يركض علي شاطئ <END>', '<START> كلب ابيض و اسود علي رمل رطب <END>']"
5494,3413571342_b9855795e2,"['<START> رجل في سراويل ملونه هو يركب امواج تحت موجه <END>', '<START> راكب امواج يركب موجه في محيط ازرق واضح <END>', '<START> راكب امواج يركب موجه <END>']"
5133,3336831820_5c5df4b033,"['<START> مجموعه من ناس ينظرون الي صور علي حائط و يتحدثون الي بعضهم بعض <END>', '<START> مجموعه من ناس في معرض فني للصور فوتوغرافيه <END>', '<START> يقف عديد من ناس امام حائط ابيض عليه صور <END>']"
7671,535249787_0fcaa613a0,"['<START> صبي في خوذه حمراء يضرب كره بمضرب <END>', '<START> طفل يضرب بيسبول <END>', '<START> صبي صغير يضرب بخوذه حمراء <END>']"
7193,411011549_1298d2b4d2,"['<START> جرو يقفز من جدار منخفض من طوب <END>', '<START> كلب صغير اسمر يقفز فوق جدار من طوب <END>', '<START> كلب صغير اسمر يقفز من حديقه مغلقه من طوب <END>']"
1102,2156131463_5b53636cf0,"['<START> رجلان يراقبان اخرين علي شاطئ <END>', '<START> رجلان علي شاطئ <END>', '<START> رجلان ينظران الي محيط في منتجع استوائي <END>']"
3276,2890075175_4bd32b201a,"['<START> كلب بني يحمل اطارا في فمه <END>', '<START> كلب بني ذي يرتدي طوقا يضع داخل فمه اطار كبير <END>', '<START> يحاول كلب تقاط اطار كبير بفمه <END>']"
4907,3286761458_34af7e4499,"['<START> فتاتان ترفعان لافتات تقدم عناق مجاني <END>', '<START> امراتان واحده مع شعر ارجواني تحمل لافتات تعلن عن عناق مجاني <END>', '<START> امراتان تحملان لافتات تقول عناق حر <END>']"
6251,3556792157_d09d42bef7,"['<START> مجموعه من اطفال يجلسون ويقفون ويركعون علي طول جدار <END>', '<START> مجموعه من اطفال يجلسون علي كراسي قابله للطي ويلعبون <END>', '<START> مجموعه صغيره من اطفال يجلسون في صف ضد جدار <END>']"
5635,3436074878_21515a6706,"['<START> كلب يحاول ان يعض رجلا يقوم بتدريبه <END>', '<START> كلب كبير بني يقفز علي رجل يرتدي بدله واقيه <END>', '<START> كلب شرطه قي قبض علي مدرب <END>']"
3996,3093970461_825b0cac2f,"['<START> امراه تعانق طفل بالقرب من طريق <END>', '<START> اثنين من اناث يحتضن بعضهما بعض علي شارع بجانب شاطئ <END>', '<START> اثنين من شابات يعانقان بعضهم بعض و يتكئون علي جدار حجري علي شاطئ <END>']"
194,1236964638_1808784a3c,"['<START> صبي يقفز من لوحه غوص الي بركه <END>', '<START> طفل يغوص في بركه <END>', '<START> طفل يقفز في حمام سباحه من لوح غوص <END>']"
643,1650280501_29810b46e5,"['<START> مجموعه من ناس يجلسون في صفوف من مقاعد خشبيه <END>', '<START> ناس يجلسون في قاعه مع برامج <END>', '<START> يجلس ناس في صفوف مقاعد <END>']"
3285,2892395757_0a1b0eedd2,"['<START> راكب دراجه يقود دراجه في سباق <END>', '<START> شخص علي دراجه ينزل الي شارع <END>', '<START> دراجه غير تقليديه تشارك في سباق <END>']"
3116,2853743795_e90ebc669d,"['<START> كلب ابيض واسود يقفز فوق حاجز احمر وابيض بينما يراقب صبي في قميص اخضر <END>', '<START> كلب يقفز فوق حاجز احمر وابيض <END>', '<START> يقفز كلب فوق حاجز احمر والابيض بينما ينظر صبي <END>']"
3575,2978271431_f6a7f19825,"['<START> سياره بيضاء مع مصابيح اماميه <END>', '<START> تتسابق سيارات ليلا في مطر <END>', '<START> سيارات علي مسار سباق في مطر ليلا <END>']"
6630,3635991166_f95304af0a,"['<START> اربعه اولاد علي قمه سوداء مع كره سله خضراء والصفراء <END>', '<START> اربعه اطفال صغار يتقدمون بكره قدم خضراء في حديقه <END>', '<START> هناك اربعه اولاد يبتسمون في ملعب مع كره <END>']"
2207,2540751930_d71c7f5622,"['<START> يسير مشاه علي رصيف مشاه بجوار حقل عشبي مشجر <END>', '<START> ناس يسيرون حول منطقه حديقه <END>', '<START> ناس يتجولون في منطقه عشبيه مع اشجار <END>']"
3718,3019609769_c7809177f6,"['<START> تسير مجموعه من اشخاص ذوي بشره داكنه عبر اسلاك شائكه <END>', '<START> تسير مجموعه من ناس علي طريق فيه بعض اسلاك شائكه <END>', '<START> عائله فقيره تغادر منزلها بممتلكات قليله فقط <END>']"
972,2090327868_9f99e2740d,"['<START> امراه و طفلين صغيرين يتظاهرون امام تمثال حريه <END>', '<START> امراه تقف مع طفلين بالقرب من تمثال ثور مزخرف <END>', '<START> تقف مراه والطفل بجانب تمثال لبقره <END>']"
719,1800601130_1c0f248d12,"['<START> كلب بني يقفز وراء كره تنس <END>', '<START> كلب احمر يقفز للقبض علي كره تنس في عشب طويل جاف <END>', '<START> يمسك كلب بني كره في هواء <END>']"
7239,425518464_a18b87c563,"['<START> امراه تقرا ورقه علي مقعد في حديقه <END>', '<START> امراه تجلس علي مقعد لتقرا صحيفه <END>', '<START> امراه ملفوفه في بطانيه تجلس علي مقعد و تقرا في حديقه <END>']"
3896,3069282021_e05e1829f3,"['<START> كلاب تتسايق علي مسار <END>', '<START> كلاب علي مسار تتسابق <END>', '<START> ست كلاب تتنافس في سباق <END>']"
2803,2737609659_efce872c24,"['<START> سياره رباعيه دفع تقاد علي مسار ترابي <END>', '<START> فتاه ترتدي سروال تمويه تجلس علي راس سياره همر <END>', '<START> يقود شخصان سياره جيب بينما تجلس سيده علي سقفها <END>']"
2566,2658009523_b49d611db8,"['<START> كلبان بنيان يركضان علي شاطئ بجانب محيط <END>', '<START> كلبان بنيان يلعبان علي رمال بجانب ماء <END>', '<START> كلبان يركضان علي شاطئ <END>']"
