,images,captions
614,1579206585_5ca6a24db0,"['<START> فتاه تلعب غيتار كهربائي امام مكبر للصوت <END>', '<START> فتاه تلعب دورها في جيتار علي مسرح مظلم <END>', '<START> امراه تلعب جيتار علي مسرح <END>']"
7938,808245064_8a7971fc5b,"['<START> رجل ذو بشره داكنه يدخن سيجاره بالقرب من قمامه خضراء <END>', '<START> رجل يقف خارجا يدخن سيجاره <END>', '<START> رجل يحمل نظارات يدخن سيجاره <END>']"
1466,2297744130_f571f3a239,"['<START> طفل يرتدي ستره صفراء يقفز من اعلي صخره <END>', '<START> صبي صغير يقفز في ماء <END>', '<START> صبي يرتدي ستره صفراء يقفز <END>']"
4497,3208571574_6dc1a461c5,"['<START> رجال يرتدون بدلات و ربطات عنق يسيرون في اتجاهها <END>', '<START> خمسه رجال يرتدون بدلات رسميه يقفون علي مجموعه من سلالم <END>', '<START> خمسه رجال يرتدون بدلات <END>']"
3042,2831578193_3c997ae330,"['<START> تحاول سلحفاه ان تاكل توت <END>', '<START> يتم تغذيه سلحفاه بالفراوله <END>', '<START> يتم تغذيه سلحفاه بالفراوله <END>']"
934,2079110798_ad1370a646,"['<START> صبي يجلس في مكتبه ويقرا كتابا <END>', '<START> ولد يرتدي نظارات يقرا <END>', '<START> ولد مع نظارات يجلس ويقرا كتابا <END>']"
2419,260850192_fd03ea26f1,"['<START> اقدام شخص تخرج من كهف صغير <END>', '<START> شخص ما يزحف تحت صخره كبيره <END>', '<START> يبدو ان هذا رجل عالق تحت صخره ومكان صعب <END>']"
5085,3329777647_5e1fd503ac,"['<START> كلب واحد يحمل كره حيث يتم مطاردته من قبل اثنين من كلاب <END>', '<START> كلبان يطاردان كلبا اخر له كره <END>', '<START> كلبان كبيران يطاردان كلبا اخر له كره في فمه ويركض منها <END>']"
7299,441398149_297146e38d,"['<START> امراه ترتدي ملابس حمراء و هي تمشي بجانب عده لافتات في شارع <END>', '<START> امراه تمشي في تقاطع <END>', '<START> سيده في سراويل حمراء تهرول بالقرب من علامه توقف اثناء استماع الي موسيقي <END>']"
6553,3618504267_d7eaa495d0,"['<START> رجل وامراه يمشيان مع كلابهم صغيره في هواء طلق <END>', '<START> رجل يشجع كلب ابيض صغير للوقوف علي رجليه خلفيتين في عرض كلب <END>', '<START> في عرض كلب في هواء طلق يقفز كلب صغير جدا علي رجل كبير سن <END>']"
4822,3268908792_c24529fe88,"['<START> راكب دراجه ناريه ينفذ عرض امام حشد من ناس <END>', '<START> سائق دراجه ناريه وحيد يقفز في هواء امام حشد كبير <END>', '<START> متسابق دراجات ناريه في وسط هواء امام حشد من ناس <END>']"
826,1998255400_0cd086908f,"['<START> كلب يشرب من حنفيه ماء <END>', '<START> كلب يشرب ماء من نافوره ماء <END>', '<START> ثلاثه كلاب تشرب ماء في حنفيه عامه <END>']"
1521,2317714088_bcd081f926,"['<START> القي شخص ما كره ثلجيه و اصاب احدهم في ظهر <END>', '<START> ناس خارج منزل علي ثلج <END>', '<START> ناس يقفون خارج منزل <END>']"
2930,278388986_78ba84eb8f,"['<START> اثنين من متنزهين يقفون علي قمه جبل ثلجي <END>', '<START> يقف اثنان من متسلقي جبال فوق قمه ثلجيه <END>', '<START> شخصين يقفان علي قمه جبل مغطي بالثلج <END>']"
4232,3150252702_828a570d46,"['<START> شخص يركب لوح تزلج علي جليد يتجاوز منحدر ثلجي <END>', '<START> شخص في هواء علي لوح تزلج علي جليد <END>', '<START> متزلج علي جليد يقفز في جو علي لوحه <END>']"
628,160566014_59528ff897,"['<START> زوجان يجلسان علي غطاء سياره مع ظهورهما للكاميرا <END>', '<START> زوجان يجلسان علي سياره <END>', '<START> رجل وامراه يجلسان في سياره متوقفه <END>']"
4430,3192266178_f9bf5d3dba,"['<START> كلب يقفز في رجل يرتدي ستره للبحث والانقاذ <END>', '<START> رجل يرتدي زي عسكري يلعب مع كلب اسود <END>', '<START> رجل يرتدي قبعه سوداء مع كلب يقفز عليه فيما يشبه متنزه <END>']"
3853,3053743109_a2d780c0d2,"['<START> لعبه كره سله <END>', '<START> يشارك لاعبو كره سله في لعبه <END>', '<START> تحاول فرق سوداء و صفراء حصول علي كره سله في مرمي <END>']"
390,1398606571_f543f7698a,"['<START> فتاه في ستره نجاه تستمتع بحيره <END>', '<START> فتاه صغيره ترتدي بيكيني <END>', '<START> فتاه شابه في بيكيني وردي و اخضر تسبح بحلقه مطاطيه <END>']"
4345,3174453534_fcc927c647,"['<START> امراه تحمل طفلا و هي مستلقيه علي اريكه <END>', '<START> امراه تحمل طفلا جديدا يرتدي لون اصفر في صوره قديمه <END>', '<START> امرا تحمل طفلا مغطي ببطانيه صفراء <END>']"
7874,735787579_617b047319,"['<START> طفل في حفله يلعب بمضرب في بيناتا يشجعه اب <END>', '<START> صبي صغير يرتدي قميصا برتقاليا يتارجح بمضرب بيسبول <END>', '<START> صبي صغير في قميص احمر يتارجح في بينياتا <END>']"
5913,3490597800_8f94f7d353,"['<START> كلب واحد يقف علي شاطئ بينما يركض كلب اخر في محيط <END>', '<START> كلاب اثنين علي شاطئ يجري في ماء <END>', '<START> اثنين من كلاب تلعب علي شاطئ <END>']"
3990,3091921457_83eee69591,"['<START> اطفال افريقيون يحدقون من خلال نوافذ <END>', '<START> اربعه اطفال ينظرون من نافذه <END>', '<START> يقف عديد من اطفال في منزل و ينظرون من نافذه <END>']"
400,140377584_12bdbdf2f8,"['<START> رجل يتسلق صخور <END>', '<START> رجل يتسلق صخور <END>', '<START> متسلق جبال <END>']"
4806,3265162450_5b4e3c5f1b,"['<START> ثلاثه كلاب تسير علي تله مغطاه بالثلوج <END>', '<START> ثلاثه كلاب تتسابق في ثلج معا <END>', '<START> ثلاثه كلاب تسير في ثلج <END>']"
5135,3337332770_5eda5cceb7,"['<START> كلاب تقفز علي بعضها بعض في ثلج <END>', '<START> لعب اثنين من كلاب و يبدو انهما تعانقا في ثلج <END>', '<START> اثنين من كلاب يلعبون في ثلج <END>']"
6727,3653837067_94050699ec,"['<START> حصان راكب يقفزان فوق سياج <END>', '<START> حصان راكب يقفزان فوق سياج ابيض <END>', '<START> راكب خيل و حصان يقفزان فوق حاجز <END>']"
3359,2912476706_9a0dbd3a67,"['<START> كلب اسمر يتشاجر مع كلب اخر و هما في ثلج <END>', '<START> كلبان يتقاتلان في ثلج <END>', '<START> كلبان ذهبيان يتقاتلان مع بعضهما بعض في ثلج <END>']"
46,1057210460_09c6f4c6c1,"['<START> رجل يقف بجانب نافذه يخلع قميصه <END>', '<START> رجل يقف بجوار مصعد وراسه الي اسفل <END>', '<START> رجل يرتدي قميصه بالقرب من مصعد <END>']"
5657,3439982121_0afc6d5973,"['<START> شخص مسن يجلس في كرسي مع كلب ابيض ضخم يستلقي عليه او عليها <END>', '<START> امراه عجوز تمسك باحكام كلبا ابيض كبيرا باحكام اثناء جلوسها علي كرسي احمر كبير امام بعض اجهزه الكترونيه <END>', '<START> يعانق شخص كلبا ابيض كبيرا و علي كرسي احمر <END>']"
7752,565605894_8f0bed0438,"['<START> فتاه معلقه علي حلقات صاله العاب <END>', '<START> فتاه تتدلي من حلقات معدنيه <END>', '<START> فتاه ترتدي لون وردي معلقه علي اطواق <END>']"
7965,84713990_d3f3cef78b,"['<START> مجموعه من ناس علي طوف ازرق يسير في نهر <END>', '<START> مجموعه من ناس يجذبون طوفهم ازرق قابل للنفخ اسفل منحدرات <END>', '<START> بعض ناس يركبون طوفا اسفل نهر ماء ابيض <END>']"
3642,2999730677_0cfa1c146e,"['<START> كلبان يقفان فوق بعضهما في منطقه عشبيه مغطاه باوراق شجر <END>', '<START> اثنين من كلاب تلعب مع بعضها بعض في اوراق <END>', '<START> اثنين من كلاب يلعبون في اوراق <END>']"
3726,3021780428_497542a072,"['<START> صبي صغير يدفع شخصا بالغا في كرسي متحرك <END>', '<START> صبي صغير يدفع رجل كبير في كرسي متحرك <END>', '<START> طفل صغير يدفع رجل كبير في كرسي متحرك <END>']"
7402,470887795_8443ce53d0,"['<START> صبي يشرب من زجاجه زجاجيه <END>', '<START> فتاه في ستره ارجوانيه تراقب شراب صبي من زجاجه <END>', '<START> فتاه في ستره ارجوانيه تشاهد صبيا يشرب من زجاجه خضراء <END>']"
5208,3350785999_462f333c44,"['<START> حشد من نساء و اطفال ينظرون الي مصور <END>', '<START> مجموعه من نساء و اطفال افارقه يرتدون ملابس زاهيه الوان <END>', '<START> عديد من اميركيين افارقه يرتدون انواع مختلفه من ملابس <END>']"
5319,3371887001_44ab0c2f17,"['<START> رجل يركب دراجته عبر منطقه غابات في صباح <END>', '<START> رجل يركب دراجه جبليه علي منحدر في غابه <END>', '<START> رجل يركب دراجه اسفل سفح جبل <END>']"
7841,69189650_6687da7280,"['<START> كلب بني يركض في حقل <END>', '<START> كلب بني يركض في ميدان <END>', '<START> كلب يركض في عشب <END>']"
2421,2609847254_0ec40c1cce,"['<START> فتاه تبتسم في كاميرا مع حشد من ناس وراءها <END>', '<START> فتاه صغيره تبتسم للكاميرا <END>', '<START> فتاه صغيره مبتسمه ترتدي لون اصفر في حشد من ناس <END>']"
5604,3430607596_7e4f74e3ff,"['<START> صبي في حله حمراء يلعب في ماء <END>', '<START> صبي في ملابس سباحه حمراء يقفز في ماء للانضمام الي شخصين <END>', '<START> صبي ياخذ قفزه في ماء <END>']"
1750,2410399168_1462c422d4,"['<START> كلب واحد يقفز في هواء والاخر يقف بجانبه <END>', '<START> اثنين من كلاب يلعبون <END>', '<START> يلعب كلبان كبيران من لونين بني والابيض في منطقه عشبيه <END>']"
7811,639120223_7db6bdb61f,"['<START> اثنان من موظفي متجر بقاله يتحدثان في كشك <END>', '<START> شخصان يعملان في مقهي <END>', '<START> اثنين من عمال في محل بقاله <END>']"
6621,3634032601_2236676cdd,"['<START> حشد من ناس مع سيده ترتدي قميص برتقاليه زاهيه وسيده اخري ترتدي اسود يقفان امام كاميرا <END>', '<START> مجموعه كبيره من ناس يقومون بانشطه متنوعه <END>', '<START> منظر خلفي لامراه في قميص ملون تجلس بجوار امراه في قبعه سوداء <END>']"
4062,3108378861_d2214d971e,"['<START> رجل و امراه كلاهما يرتديان ابيض علي صخور <END>', '<START> رجل و امراه يرتديان قمصانا بيضاء و بناطيل جينز يستريحان علي سطح صخري <END>', '<START> امراه تقف بجانب رجل يجلس علي صخره <END>']"
7651,531261613_f1a045cd75,"['<START> تسير مجموعه من راكبي خيل علي طريق ترابي <END>', '<START> مجموعه من ناس يركبون خيول علي درب مشجر <END>', '<START> يركب راكبو خيل علي مسار مشجر <END>']"
338,1356543628_c13ebe38fb,"['<START> فتاه في غابه تحمل معدات تخييم <END>', '<START> فتاه في قميص برتقالي وصندل وردي تحمل معدات <END>', '<START> فتاه صغيره في منطقه ريفيه تحمل حقائب وحيوانات محشوه <END>']"
215,1253264731_e7c689eca5,"['<START> فتاه ترتدي قميص مرجاني مع نظارات تبتسم <END>', '<START> اطفال يلعبون <END>', '<START> طفلان يقفان علي سور معدني اخضر <END>']"
3663,300500054_56653bf217,"['<START> اربعه رجال يلعبون كره قدم علي رصيف <END>', '<START> اربعه اشخاص يلعبون كره قدم من مسافه بعيده <END>', '<START> اربعه اشخاص يلعبون كره قدم علي سطح بني <END>']"
1341,225699652_53f6fb33cd,"['<START> اثنين من دلافين يقفزان في ماء <END>', '<START> يقفز اثنان من دلافين من ماء ازرق مع اشجار نخيل خلفهم <END>', '<START> اثنين من دلافين تقفز من ماء معا <END>']"
7395,469259974_bb03c15c42,"['<START> رجل يشرب و يقرا ورقه <END>', '<START> رجل يقرا صحيفه بينما يتناول مشروبا <END>', '<START> رجل يرتدي نظارات يجلس مع شراب علي طاوله اثناء قراءه صحيفه <END>']"
7822,656260720_a7db4ce48b,"['<START> فتاه في ثوب سباحه و قبعه سباحه و نظارات واقيه <END>', '<START> فتاه ترتدي قبعه سباحه و نظارات واقيه علي راسها في اجتماع للسباحه <END>', '<START> فتاه صغيره تجلس في معدات سباحه <END>']"
3894,3069037969_bb7319e0dc,"['<START> كلب ابيض و اسود يقفز في بركه مليئه بكرات تنس <END>', '<START> كلب ابيض و اسود يسبح في حمام سباحه <END>', '<START> كلب ابيض و اسود يسبح و يلعب مع كرات تنس في حمام سباحه <END>']"
3640,2999162229_80d17099b6,"['<START> فتاه في قميص برتقالي تضيء شموع <END>', '<START> فتاه ترتدي برتقالي تضيء شمعه <END>', '<START> فتاه شابه تضيء شموع بين زهور <END>']"
329,135235570_5698072cd4,"['<START> رجل في حقل يحمل اعلام امريكيه <END>', '<START> رجل يرمي صحن طائر امام نصب تذكاري و اعلام <END>', '<START> رجل يقف امام بوابه قوس <END>']"
6361,3579842996_3a62ec1bc7,"['<START> هناك شخص يرتدي قميصا اصفر وجينزا يركض علي مضمار <END>', '<START> يشارك احد متسابقين في العاب اولمبيه خاصه في مضمار سباق <END>', '<START> امراه في قميص اصفر تركض علي مضمار <END>']"
3004,2815745115_c8479d560c,"['<START> عامل كرنفال محاط بحيوانات محشوه <END>', '<START> سيده في متجر حيوانات محنطه <END>', '<START> امراه في عرض حيوانات محنطه <END>']"
7720,543603259_ef26d9c72d,"['<START> سيده تنتظر <END>', '<START> امراه تبتعد عن كاميرا و امراه اخري تقف بجانب جدار <END>', '<START> مراه تنتظر علي رصيف <END>']"
3115,2853407781_c9fea8eef4,"['<START> رجل يرتدي ستره جلديه يشرب قهوه <END>', '<START> رجل جالس الي جوار مبني يحتسي مشروبا <END>', '<START> رجل يرتدي معطفا يستند الي جدار و يشرب من كوب ابيض <END>']"
7814,640203018_c0e7175831,"['<START> رجل يركب دراجه ناريه صغيره في سوق مزدحم <END>', '<START> رجل يركب دراجه صغيره جدا في معرض بلده صغير <END>', '<START> كثير من ناس في تجمع <END>']"
2322,2578289278_01516d23a0,"['<START> رجل يجر خيلين مثبتا حصان علي يمينه <END>', '<START> رجل يسقط من حصانه في مضمار سباق <END>', '<START> شخص يجثو بين حصانين <END>']"
4197,3141613533_595723208d,"['<START> صبيان يقفان في حقل ذره فارغ في شتاء <END>', '<START> شخصان يقفان في حقل حصاد في طقس بارد <END>', '<START> اثنين من اولاد صغار يقفون في حقل ذره بعد حصاد <END>']"
3549,2971431335_e192613db4,"['<START> متزلج يفعل خدعه في جو <END>', '<START> شخص ما في هواء علي لوح <END>', '<START> هناك شخص علي جليد علي ارتفاع عال في هواء <END>']"
1458,2294598473_40637b5c04,"['<START> كلب يلتقط صحن طائر <END>', '<START> كلب ابيض و اسود يلتقط صحن طائر <END>', '<START> كلب ابيض يقفز في هواء مع جسم اخضر في فمه <END>']"
171,1198194316_543cc7b945,"['<START> زوجان يمشيان علي رصيف <END>', '<START> رجل و امراه يمشون في خارج <END>', '<START> تمشي امراه مرتديه قميصا زهريا و محفظه و رجلا يرتدي قميصا اسود <END>']"
4203,3143953179_1c08c023a5,"['<START> مجموعه من ناس تشاهد متزلجين علي جليد <END>', '<START> اطفال يلعبون علي ثلج بينما يشاهدهم اباء <END>', '<START> عده اشخاص يقفون بالقرب من شجره امام مباني <END>']"
6770,3665569615_9a71c4b6e4,"['<START> لاعب بيسبول يرتدي زي ابيض يرمي كره بيسبول <END>', '<START> رجل في زي ابيض احمر يستعد لرمي بيسبول <END>', '<START> رجل ينظم لعبه بيسبول و لديه قفاز بيده يسري <END>']"
3569,2976946039_fb9147908d,"['<START> مجموعه من ناس يبحرون علي موجه كبيره جدا <END>', '<START> مجموعه من راكبي امواج يبحرون علي موجه <END>', '<START> عديد من ناس يبحرون علي موجه في بحر <END>']"
4226,3149038044_c7c94688c6,"['<START> طفل يستعد لرفع كره الي طفل اخر <END>', '<START> طفلان يلعبان كره قدم معا <END>', '<START> طفلان يلعبان كره قدم علي عشب <END>']"
5158,3341782693_426bf7139b,"['<START> رجل يرتدي ملابس سباحه رماديه يقف في مياه وسط امواج بيضاء <END>', '<START> يركب امواج <END>', '<START> شاب في ملابس سباحه مع ماء تحطمها خلفه <END>']"
6595,3628017876_4ac27e687b,"['<START> طفل صغير يحمل دجاجه مطاطيه معلقه في هواء <END>', '<START> صبي صغير احمر شعر يسير في عشب <END>', '<START> طفل صغير يمسك دجاجه مطاطيه معلقه بالهواء <END>']"
6185,3544233095_4bca71df1d,"['<START> طفل بمفرده علي شاطئ يحمل دلو <END>', '<START> طفل مع دلو اخضر علي شاطئ <END>', '<START> صبي صغير يحمل دلو اخضر علي شاطئ <END>']"
6660,3639704469_fe83e1c9b7,"['<START> زوجان في ملابس زفاف يشاهدان بحر من خلف دربزون خشبي <END>', '<START> رجل وامراه في ملابس زفاف ينظرون نحو ماء <END>', '<START> تقف امراه ترتدي فستانا ابيض طويل ورجل يرتدي حله سوداء علي سكه حديد ينظران الي محيط <END>']"
938,2080033499_6be742f483,"['<START> كلب بني يهرب من صاحبه <END>', '<START> كلب بني مع عقد ايجار يجري مع شخص وراء كلب <END>', '<START> كلب علي مقود يهرب من رجل <END>']"
60,1077931201_1e0bb83105,"['<START> رجل في ماء يرمي صبيا صغيرا في هواء وينتظر ان ينزل حتي يتمكن من امساك به <END>', '<START> رجل في بركه يرمي صبي صغير في هواء <END>', '<START> يرمي رجل صبي صغير في هواء <END>']"
1240,2216695423_1362cb25f3,"['<START> تلعب اربعه كلاب معا خارجا بالعصي <END>', '<START> تلعب اربعه كلاب مع بعضها بعض و مع عصي <END>', '<START> تلعب كلاب بعصا في خارج <END>']"
5760,3459858555_c3f0087a72,"['<START> يتسلق متسلق تحت علو مرتفع فوق ارض <END>', '<START> شخص يتدلي من جرف <END>', '<START> شخص ما يتسلق صخور تحت طبقه صخريه <END>']"
5136,3337461409_e4e317853d,"['<START> ثلاثه من حملان في حقل <END>', '<START> ثلاثه خراف شابه تسير علي تله عشبيه <END>', '<START> اغنام شابه في عشب <END>']"
6755,3661072592_2e693cd5a0,"['<START> فتاه صغيره تضع حلوي علي شعر امراه مبتسمه <END>', '<START> فتاه صغيره تنثر حلوي علي راس امراه بينما تبتسم <END>', '<START> فتاه صغيره في ساحه تضع حلويات علي شعر مراه <END>']"
2120,2510560080_1439fe32f2,"['<START> طفلان يركبان خيولا فوق رمال بالقرب من سياج ابيض <END>', '<START> طفلان يرتديان خوذات ويركبان خيولا فوق رمال داخل منطقه مسيجه <END>', '<START> اثنين من فتيات يركبن خيول داخل سياج ابيض <END>']"
1524,2318721455_80c6644441,"['<START> صبي في حفاضه يقفز الي اريكه <END>', '<START> طفل يقفز علي سرير <END>', '<START> صبي صغير يقفز الي سريره <END>']"
153,1167669558_87a8a467d6,"['<START> رجل يلبس اصفر <END>', '<START> رجل يرتدي قميصا اصفر مع نظره دراماتيكيه علي وجهه <END>', '<START> رجل يبتسم للكاميرا <END>']"
6344,3576060775_d9121519cc,"['<START> كلاب تلعب مع صاحبها من بركه <END>', '<START> فتاه تركض علي طول ضفه نهر مع اثنين من كلاب سوداء <END>', '<START> شخص يرتدي جينز يركضان مع كلبين علي شاطئ بحيره <END>']"
481,1454678644_7e5a371301,"['<START> تتقاتل ثلاثه كلاب من اجل لعبه مضغ اخضر علي ممشي من حجر <END>', '<START> ثلاث كلاب تركض معا علي ممشي معبد <END>', '<START> اثنين من كلاب تطارد كلب ثالث مع لعبه <END>']"
6122,3532593368_be10432e92,"['<START> مجموعه كبيره من ناس يمدون ايديهم في هواء دفعه واحده <END>', '<START> مجموعه كبيره من ناس يرفعون ايديهم في هواء <END>', '<START> ناس يرفعون ايديهم <END>']"
4460,3199895624_4f01798c6f,"['<START> امراه شقراء و رجل اصلع يجلسان معا <END>', '<START> زوجان يجلسان امام شاشه كمبيوتر <END>', '<START> امراه تشاهد رجلا يتلقي هديه <END>']"
3920,3076052114_233f42ae5b,"['<START> اثنين من كلاب سوداء تركض في حقل عشب مع اثنين من اغنام بيضاء في خلفيه <END>', '<START> كلبان يسيران في حقل اغنام <END>', '<START> اثنين من كلاب تركض في حقل مراعي اغنام <END>']"
1762,241345596_91e0e2daf5,"['<START> حشد يرتدي احمر ويهتف علي فريق كره قدم احمر <END>', '<START> يناقش فريق اوكلاهوما سونرس لكره قدم لعبته بينما يهتف مشجعون <END>', '<START> اثنان من لاعبي كره قدم يتحدثان خلال مباراه <END>']"
750,182493240_40410254b0,"['<START> رجلان يرفعان ذراعيهما فوق جبل ثلجي <END>', '<START> شخصان يرفعان اسلحتهما علي تل ثلجي في جبال <END>', '<START> اثنين من متزلجين علي جليد يرفعون ايديهم <END>']"
1785,241346794_4319f8af67,"['<START> حفنه من لاعبي كره قدم و حشد <END>', '<START> لعبه كره قدم <END>', '<START> مجموعه كبيره من لاعبي كره قدم علي وشك بدء مباراه مع مجموعه كبيره تشاهد <END>']"
6721,365274901_576b0f8241,"['<START> كلاب تركض خلال ثلج <END>', '<START> تلعب كلاب في ثلج <END>', '<START> يلعب كلابان في ثلج <END>']"
6212,3549006919_3604bc813e,"['<START> رجل يرتدي خوذه صفراء يتسلق جرفا صخريا <END>', '<START> رجل يرتدي خوذه صفراء يتسلق جانب جدار صخري كبير <END>', '<START> يحاول رجل يرتدي خوذه صفراء تسلق صخره بيديه <END>']"
4501,3209523192_05a4cef844,"['<START> رجل بقميص ابيض و اسود و هو يتزلج علي ثلج و اعلام حمراء علي يمين <END>', '<START> متزلج علي ثلج بجانب علم احمر <END>', '<START> شخص يتزلج علي ثلج ابيض بالقرب من علم احمر <END>']"
4853,3275065565_9e2a640fbc,"['<START> كلبتان تدوران علي بطانيه ارجوانيه <END>', '<START> اثنين من كلاب مستلقيه علي ظهورهم علي سرير ارجواني <END>', '<START> اثنين من كلاب كبيره مستلقيه علي ظهورهم علي سرير ارجواني <END>']"
2711,2706766641_a9df81969d,"['<START> طفل وارضيه مغطاه بمسحوق ابيض <END>', '<START> طفل صغير في زاويه مغطي بمسحوق ابيض عليه و علي ارضيه <END>', '<START> قبض علي فتي صغير يقوم بعمل فوضي في غرفته <END>']"
6536,3613585080_36629d8157,"['<START> مجموعه من نساء يجلسن علي ارض <END>', '<START> مجموعه من نساء في زي ام يجلسن علي ارض <END>', '<START> خمسه اشخاص يجلسون <END>']"
4193,3139876823_859c7d7c23,"['<START> رجل يتزلج اسفل تله ثلجيه <END>', '<START> متزلج علي ثلج علي وشك نزول جبل <END>', '<START> متزلج علي ثلج علي تله مغطاه بالثلوج <END>']"
1333,2255338013_566127590b,"['<START> رجل ينزل من فوق جرف فوق محيط <END>', '<START> رجل ينزل جرفا بجوار بحيره <END>', '<START> شخص يتارجح بحبل فوق محيط <END>']"
7201,413231421_43833a11f5,"['<START> كلب اسود يحفر في ثلج <END>', '<START> كلب يدفن راسه في ثلج <END>', '<START> كلب اسود كبير يحفر في ثلج <END>']"
2854,275401000_8829250eb3,"['<START> يلعب كلب بني والبرتقالي والابيض والكلب ابيض والاسود مع كره تنس علي سطح منزل <END>', '<START> كلب يقفز في محاوله للقبض علي كره تنس صفراء في فناء <END>', '<START> اثنين من كلاب تلعب مع كره خضراء علي سطح خشبي <END>']"
186,1231229740_8dcbf80bfb,"['<START> ينام طفل ذو ملابس رماديه علي وساده حمراء <END>', '<START> يرقد صبي صغير علي اريكه صغيره و مصاصه في فمه <END>', '<START> طفل يمص مصاصه <END>']"
1136,2176874361_2b4149010b,"['<START> يركض كلب اسود امام ثور بني وابيض كبير <END>', '<START> كلب وبقره تلعبان معا داخل سور <END>', '<START> كلب يركض حول بقره <END>']"
2058,2485467050_1d5e2696d4,"['<START> مجموعه من اربعه اطفال يرقصون في فناء منزل <END>', '<START> اربعه اطفال في فناء يقفزون في هواء <END>', '<START> اربعه اطفال يركضون ويلعبون في خارج <END>']"
6778,3666574371_317b008d2a,"['<START> لاعب رياضي في حقل مستلق علي عشب <END>', '<START> شاب يغوص في ملعب خلال حدث رياضي <END>', '<START> ثلاثه رجال في حقل <END>']"
6772,3665996775_6d7d9a46f1,"['<START> فتاه في ثوب وردي مع شيء في يدها <END>', '<START> فتاه في فستان احمر وقميص اسود مع اثنين من بالونات ارجوانيه لون <END>', '<START> فتاه صغيره تلبس فستان وردي <END>']"
148,1163282319_b729b24c46,"['<START> فتاه ترتدي قبعه حمراء وشورتا بالوان فاتحه تجلس علي صخره في خارج <END>', '<START> فتاه صغيره في قبعه حمراء و زحافات صفراء تجلس علي صخره <END>', '<START> تجلس فتاه صغيره فوق صخره <END>']"
4124,3123351642_3794f2f601,"['<START> متزلج في جو بعد ان قفز منحدر <END>', '<START> متزلج يقفز عاليا في هواء فوق تله ثلجيه <END>', '<START> احد متزلجين ينطلق من منحدر <END>']"
4889,3283913180_7d4e43602d,"['<START> رجل يركب لوح تزلج علي طاوله نزهه <END>', '<START> يقفز متزلج علي طاوله خشبيه <END>', '<START> يشاهد ناس رجل يمارس حركات تزلج <END>']"
6548,3616638478_641d02183d,"['<START> تقف امراه وفتاه جنبا الي جنب لاخذ صوره <END>', '<START> فتاتان تقفان معا تتهيئان لاخذ صوره <END>', '<START> اثنين من نساء يرتدين تنانير يقفن معا ويبتسمن <END>']"
3363,2913972180_547783dd3d,"['<START> كلب يقفز في هواء بجانب رجل علي شاطئ <END>', '<START> كلب يقفز الي صاحبه <END>', '<START> رجل وكلب علي شاطئ <END>']"
4788,3262760716_1e9734f5ba,"['<START> ينظر طفل ذي يحمل نظارات الي كاميرا بينما يعانقه رجل <END>', '<START> رجل يحمل طفلا يحمل نظارات سوداء <END>', '<START> رجل يحمل طفلا يمسك نظاره عين <END>']"
2866,2757803246_8aa3499d26,"['<START> صبي صغير يركض نحو مجموعه من ناس <END>', '<START> صبي صغير يدور في حين ينظر اخرون الي مسرح <END>', '<START> طفل صغير يلبس لون ازرق يبتسم بينما يقف خلف مجموعه من ناس <END>']"
3776,303607405_f36edf16c6,"['<START> كلب ابيض لون يهز ماء <END>', '<START> كلب رطب يهز ماء <END>', '<START> كلب رطب يهز نفسه ليجف من ماء <END>']"
1386,2271755053_e1b1ec8442,"['<START> صبي صغير يلعب كره سله في لعبه رسميه <END>', '<START> يلعب صبي كره سله <END>', '<START> يلعب اطفال كره سله في داخل <END>']"
5941,3497238310_2abde3965d,"['<START> مجموعه من رجال يقفون في صاله للالعاب رياضيه مع كره سله <END>', '<START> مجموعه من شبان في صاله العاب رياضيه يتنافسون في كره سله <END>', '<START> اولاد اسيويين في ملعب كره سله <END>']"
7640,528500099_7be78a0ca5,"['<START> ترتدي امراه مبتسمه نظارات شمسيه في يوم واحد مع غيوم متفرقه <END>', '<START> امراه ترتدي قميص نايك و بنطال مطابقه تنظر علي ارض <END>', '<START> سيده تبتسم في يوم صاف <END>']"
6686,3643684688_2f7157b23d,"['<START> يجلس اربعه اشخاص علي طاوله امام جمهور <END>', '<START> اربعه اشخاص يجلسون وراء طاوله <END>', '<START> يجلس عده اشخاص علي طاوله مضاءه امام حشد من ناس <END>']"
5695,3447876218_4ccf42d7a0,"['<START> رجل ينزلق علي جليد في لعبه <END>', '<START> رجل علي جليد اسفل تله مغطاه بالثلوج <END>', '<START> شخص يرتدي رمادي علي تله <END>']"
3629,2995461857_dd26188dcf,"['<START> كلب يمر عبر شارع امام سياره <END>', '<START> حيوان يركض في منتصف طريق <END>', '<START> هناك حيوان يعبر طريق امام سياره <END>']"
7275,434938585_fbf913dfb4,"['<START> صوره لامراه شابه مبتسمه امام طاولات في شارع <END>', '<START> فتاه صغيره تقف خارج مطعم ليلا <END>', '<START> ترتدي فتاه صغيره ستره سوداء و تقف امام مطعم <END>']"
4797,3263946591_a1558b77d3,"['<START> رجل يركب دراجه عبر طين و ماء <END>', '<START> رجل علي دراجه ترابيه حمراء يقود في وحل مغطي بالرذاذ <END>', '<START> شخص يرتدي زي احمر و اسود يقفز علي دراجه ناريه <END>']"
